case,problem,cores,before,after,reduction_pct,added_copy_bytes,plan,official_record,official_result
case_076,2,4,1534538,1534538,0.0,33214464,方案/p2/n4/case_076_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144851-d5d43e1abec142eda16ec4f1a7532106/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144851-d5d43e1abec142eda16ec4f1a7532106/official_result.json.gz
case_076,2,5,1232186,1232186,0.0,33310720,方案/p2/n5/case_076_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T150042-fd49d78c82de4519842413b1f6bc878a/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T150042-fd49d78c82de4519842413b1f6bc878a/official_result.json.gz
case_076,3,2,3061439,3061439,0.0,29871104,方案/p3/n2/case_076_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T171224-1fb2855dbaf0490f9dee01907e3cfe93/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T171224-1fb2855dbaf0490f9dee01907e3cfe93/official_result.json.gz
case_076,3,3,2044010,2044010,0.0,32451584,方案/p3/n3/case_076_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T172217-bb26a21aa98f458987f816fe12985e35/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T172217-bb26a21aa98f458987f816fe12985e35/official_result.json.gz
case_076,3,4,1530771,1530771,0.0,33171456,方案/p3/n4/case_076_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T173205-359159bc97a74c2aa7001d99700da3b7/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T173205-359159bc97a74c2aa7001d99700da3b7/official_result.json.gz
case_076,3,5,1229998,1229998,0.0,33293312,方案/p3/n5/case_076_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T173946-55d31e6bc3b94144b21e28f5eb146db2/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T173946-55d31e6bc3b94144b21e28f5eb146db2/official_result.json.gz
case_077,1,2,246965,246965,0.0,172032,方案/p1/n2/case_077_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T172030-678f4240066a4d22a790ceb7e18699f1/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T172030-678f4240066a4d22a790ceb7e18699f1/official_result.json.gz
case_077,1,3,177148,177148,0.0,286720,方案/p1/n3/case_077_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T172059-4e354923d8824cd2a774b15c28ba700e/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T172059-4e354923d8824cd2a774b15c28ba700e/official_result.json.gz
case_077,1,4,144734,144734,0.0,172032,方案/p1/n4/case_077_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T172121-acb8355ceedf4734a3bc4d49e8fdc450/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T172121-acb8355ceedf4734a3bc4d49e8fdc450/official_result.json.gz
case_077,1,5,119429,119429,0.0,401408,方案/p1/n5/case_077_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T172146-6a73435e5eb3497cb96a15aa1e6c9113/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T172146-6a73435e5eb3497cb96a15aa1e6c9113/official_result.json.gz
case_077,2,2,246658,246658,0.0,57344,方案/p2/n2/case_077_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T142500-d411bd00a19346c69c36841fd6cf2c10/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T142500-d411bd00a19346c69c36841fd6cf2c10/official_result.json.gz
case_077,2,3,176712,176712,0.0,114688,方案/p2/n3/case_077_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T142534-4b455d7edfcf4f52a0dbe3602ba0e104/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T142534-4b455d7edfcf4f52a0dbe3602ba0e104/official_result.json.gz
case_077,2,4,133684,133684,0.0,598016,方案/p2/n4/case_077_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T142628-139f7a305f3b45579b0c53020dd5326e/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T142628-139f7a305f3b45579b0c53020dd5326e/official_result.json.gz
case_077,2,5,116605,114545,1.7666480854165778,172032,方案/p2/n5/case_077_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T220736-db8ce6a2aba44c5fbc0ab7de95e1770b/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T220736-db8ce6a2aba44c5fbc0ab7de95e1770b/official_result.json.gz
case_077,3,2,244870,244870,0.0,57344,方案/p3/n2/case_077_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T172423-60d3367575a0491b83adccc5d136a6cf/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T172423-60d3367575a0491b83adccc5d136a6cf/official_result.json.gz
case_077,3,3,174544,174544,0.0,114688,方案/p3/n3/case_077_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T172451-edfc8e563b634294bf4487474d9e8119/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T172451-edfc8e563b634294bf4487474d9e8119/official_result.json.gz
case_077,3,4,133491,133491,0.0,598016,方案/p3/n4/case_077_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T172511-219c008b54c64a489a2854d370e6cf1b/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T172511-219c008b54c64a489a2854d370e6cf1b/official_result.json.gz
case_077,3,5,114545,114545,0.0,172032,方案/p3/n5/case_077_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T172544-adf7dd9a3c4f4103b188b3bf529f917b/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T172544-adf7dd9a3c4f4103b188b3bf529f917b/official_result.json.gz
case_078,1,2,1080972,1080972,0.0,15039360,方案/p1/n2/case_078_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/evaluations/attempts/20260924T101026-644e09df4b0e4f1cbd6a03f512eae5ec/record.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/evaluations/attempts/20260924T101026-644e09df4b0e4f1cbd6a03f512eae5ec/official_result.json.gz
case_078,1,3,850256,850256,0.0,15039360,方案/p1/n3/case_078_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T172206-3cfcc6c753544b4782bf66be027a82ee/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T172206-3cfcc6c753544b4782bf66be027a82ee/official_result.json.gz
case_078,1,4,619540,619540,0.0,15039360,方案/p1/n4/case_078_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T172210-81935fff2804477599bd6ca28634b102/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T172210-81935fff2804477599bd6ca28634b102/official_result.json.gz
case_078,1,5,619540,619540,0.0,15039360,方案/p1/n5/case_078_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T172214-a0a5deae3a694e6d9b537595cd60a6a8/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T172214-a0a5deae3a694e6d9b537595cd60a6a8/official_result.json.gz
case_078,2,2,1030339,1030339,0.0,2959488,方案/p2/n2/case_078_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T142708-115834ab5a7f4a29a8ca01ea9b30acb4/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T142708-115834ab5a7f4a29a8ca01ea9b30acb4/official_result.json.gz
case_078,2,3,697752,697752,0.0,8639232,方案/p2/n3/case_078_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T142723-b3ea1ee87fc64a5782c9f5f44ad37057/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T142723-b3ea1ee87fc64a5782c9f5f44ad37057/official_result.json.gz
case_078,2,4,518308,518308,0.0,7595328,方案/p2/n4/case_078_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T142731-dc4eb884fb634245bad381bfd1593c87/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T142731-dc4eb884fb634245bad381bfd1593c87/official_result.json.gz
case_078,2,5,488618,488618,0.0,14085120,方案/p2/n5/case_078_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/operation_all100_n5_v1/evaluations/attempts/20260924T121829-6b523d73fc7640f09b37dd9081204c1a/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/operation_all100_n5_v1/evaluations/attempts/20260924T121829-6b523d73fc7640f09b37dd9081204c1a/official_result.json.gz
case_078,3,2,1030339,1030339,0.0,2959488,方案/p3/n2/case_078_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T172553-0c5fb5fc85404b5ab1030ba86412ef35/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T172553-0c5fb5fc85404b5ab1030ba86412ef35/official_result.json.gz
case_078,3,3,691442,691442,0.0,8567040,方案/p3/n3/case_078_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T172603-7f5a0e06e9004c2e8ef121e2d0f58236/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T172603-7f5a0e06e9004c2e8ef121e2d0f58236/official_result.json.gz
case_078,3,4,518312,518312,0.0,7110528,方案/p3/n4/case_078_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T172611-0111bd9747984b3c9422f4e56e7e567f/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T172611-0111bd9747984b3c9422f4e56e7e567f/official_result.json.gz
case_078,3,5,464016,464016,0.0,13920768,方案/p3/n5/case_078_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T172622-d715a343e89f46c0aa20f8b4eb7a24c0/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T172622-d715a343e89f46c0aa20f8b4eb7a24c0/official_result.json.gz
case_079,1,2,14893820,14893820,0.0,91508736,方案/p1/n2/case_079_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/evaluations/attempts/20260924T101548-1058bcc9024e489085e1d8dde781f94a/record.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/evaluations/attempts/20260924T101548-1058bcc9024e489085e1d8dde781f94a/official_result.json.gz
case_079,1,3,9965372,9965372,0.0,91508736,方案/p1/n3/case_079_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T174328-5630bc084eba4f5cbb35c632b2dc801c/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T174328-5630bc084eba4f5cbb35c632b2dc801c/official_result.json.gz
case_079,1,4,7501148,7501148,0.0,91508736,方案/p1/n4/case_079_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T180004-f2e0c583ba944a2d8237da27fbff8419/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T180004-f2e0c583ba944a2d8237da27fbff8419/official_result.json.gz
case_079,1,5,6056359,6056359,0.0,37085184,方案/p1/n5/case_079_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T181444-71e9ea6573f74544bf219ff772610d8f/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T181444-71e9ea6573f74544bf219ff772610d8f/official_result.json.gz
case_079,2,2,15446486,15446486,0.0,31780864,方案/p2/n2/case_079_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/evaluations/attempts/20260924T102114-2416a50773c54d78958028b24bca7f38/record.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/evaluations/attempts/20260924T102114-2416a50773c54d78958028b24bca7f38/official_result.json.gz
case_079,2,3,10181692,10181692,0.0,39960576,方案/p2/n3/case_079_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T143035-552e42375a764ff6978e2006956df6b6/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T143035-552e42375a764ff6978e2006956df6b6/official_result.json.gz
case_079,2,4,7635624,7635624,0.0,30445568,方案/p2/n4/case_079_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T143439-4ffaeffa4b26450cbc9740725659cb8a/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T143439-4ffaeffa4b26450cbc9740725659cb8a/official_result.json.gz
case_079,2,5,6015906,6008220,0.12776130478102665,38438912,方案/p2/n5/case_079_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T220738-38cc41a54c0a44ea867bee5e4658d210/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T220738-38cc41a54c0a44ea867bee5e4658d210/official_result.json.gz
case_079,3,2,15446486,15446486,0.0,31780864,方案/p3/n2/case_079_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T172624-18db3db5830a4bdd9d1f58269cdca5f2/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T172624-18db3db5830a4bdd9d1f58269cdca5f2/official_result.json.gz
case_079,3,3,10174940,10174940,0.0,39981056,方案/p3/n3/case_079_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T173246-87461405dd95456b8756dc8123529782/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T173246-87461405dd95456b8756dc8123529782/official_result.json.gz
case_079,3,4,7635624,7635624,0.0,30445568,方案/p3/n4/case_079_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T173258-703b713ebaf04990a7e405dde06b2a5c/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T173258-703b713ebaf04990a7e405dde06b2a5c/official_result.json.gz
case_079,3,5,6007100,6007100,0.0,38438912,方案/p3/n5/case_079_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T173846-17894176719548a0a1908ee7d97d1477/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T173846-17894176719548a0a1908ee7d97d1477/official_result.json.gz
case_080,1,2,145926,145926,0.0,2191360,方案/p1/n2/case_080_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/evaluations/attempts/20260924T101110-b02f3b3bffbe4d6082f10d0a4f27a859/record.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/evaluations/attempts/20260924T101110-b02f3b3bffbe4d6082f10d0a4f27a859/official_result.json.gz
case_080,1,3,100325,100325,0.0,3047424,方案/p1/n3/case_080_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T182501-e0b733acc50f43058c14794835ed7821/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T182501-e0b733acc50f43058c14794835ed7821/official_result.json.gz
case_080,1,4,95868,95868,0.0,2793472,方案/p1/n4/case_080_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T182511-d872947637094d998ad09c0336236221/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T182511-d872947637094d998ad09c0336236221/official_result.json.gz
case_080,1,5,99530,95868,3.6792926755752076,2793472,方案/p1/n5/case_080_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/跨核继承_v1/evaluations/attempts/20260924T215824-1e49f62c7adb4827aa45c90ea86c368a/record.json,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/跨核继承_v1/evaluations/attempts/20260924T215824-1e49f62c7adb4827aa45c90ea86c368a/official_result.json.gz
case_080,2,2,145926,145926,0.0,2191360,方案/p2/n2/case_080_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/evaluations/attempts/20260924T101113-fb9542652f38408690cc334b492f88f2/record.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/evaluations/attempts/20260924T101113-fb9542652f38408690cc334b492f88f2/official_result.json.gz
case_080,2,3,100325,100325,0.0,3047424,方案/p2/n3/case_080_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144001-50b23ab1aa8c4b13bf6779461877896c/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144001-50b23ab1aa8c4b13bf6779461877896c/official_result.json.gz
case_080,2,4,90653,90653,0.0,1650688,方案/p2/n4/case_080_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144011-15c5d8f0fbb349b2ae032813e92d3122/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144011-15c5d8f0fbb349b2ae032813e92d3122/official_result.json.gz
case_080,2,5,80646,80306,0.4215956154056011,2109440,方案/p2/n5/case_080_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T220745-25f4dbeaa08d44cb97e7da164a229320/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T220745-25f4dbeaa08d44cb97e7da164a229320/official_result.json.gz
case_080,3,2,145674,145674,0.0,2191360,方案/p3/n2/case_080_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T173919-5ff0782a2d954ab487b53cd49b5a65d3/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T173919-5ff0782a2d954ab487b53cd49b5a65d3/official_result.json.gz
case_080,3,3,100325,100325,0.0,3047424,方案/p3/n3/case_080_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T173926-45e6350980da473790b241c9ea8b0d1e/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T173926-45e6350980da473790b241c9ea8b0d1e/official_result.json.gz
case_080,3,4,90278,90278,0.0,4190208,方案/p3/n4/case_080_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T173940-391460918eb24de5bfc95e3bb12e08da/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T173940-391460918eb24de5bfc95e3bb12e08da/official_result.json.gz
case_080,3,5,76291,75051,1.6253555465257974,2109440,方案/p3/n5/case_080_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T221624-1c45b25d7d714ece89f854e969a2787b/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T221624-1c45b25d7d714ece89f854e969a2787b/official_result.json.gz
case_081,1,2,76860,76860,0.0,0,方案/p1/n2/case_081_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/evaluations/attempts/20260924T101122-83a6a81627f84007826457e997efac43/record.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/evaluations/attempts/20260924T101122-83a6a81627f84007826457e997efac43/official_result.json.gz
case_081,1,3,51943,51943,0.0,0,方案/p1/n3/case_081_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T182555-c52d894569f64268886a16a3c783b0bf/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T182555-c52d894569f64268886a16a3c783b0bf/official_result.json.gz
case_081,1,4,39588,39588,0.0,0,方案/p1/n4/case_081_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T182624-25bf9721d90d47fc9e62039f3b6668cc/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T182624-25bf9721d90d47fc9e62039f3b6668cc/official_result.json.gz
case_081,1,5,30943,30943,0.0,0,方案/p1/n5/case_081_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/evaluations/attempts/20260924T101130-a39313d2872b4ba08dadeaf852be7306/record.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/evaluations/attempts/20260924T101130-a39313d2872b4ba08dadeaf852be7306/official_result.json.gz
case_081,2,2,76860,76860,0.0,0,方案/p2/n2/case_081_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/evaluations/attempts/20260924T101133-6ecd48281d704b37ac334162621c285e/record.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/evaluations/attempts/20260924T101133-6ecd48281d704b37ac334162621c285e/official_result.json.gz
case_081,2,3,51943,51943,0.0,0,方案/p2/n3/case_081_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144057-83b7adebe0c043118cb9a04b288f2662/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144057-83b7adebe0c043118cb9a04b288f2662/official_result.json.gz
case_081,2,4,39588,39588,0.0,0,方案/p2/n4/case_081_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144132-90aba6a7c1bd4098ad89169f3cb30c10/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144132-90aba6a7c1bd4098ad89169f3cb30c10/official_result.json.gz
case_081,2,5,30943,30943,0.0,0,方案/p2/n5/case_081_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/evaluations/attempts/20260924T101137-1313bcb85de042bd99aa1deff256f8bc/record.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/evaluations/attempts/20260924T101137-1313bcb85de042bd99aa1deff256f8bc/official_result.json.gz
case_081,3,2,76860,76860,0.0,0,方案/p3/n2/case_081_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T173950-82a62b3db15644e19070b16070997c86/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T173950-82a62b3db15644e19070b16070997c86/official_result.json.gz
case_081,3,3,51943,51943,0.0,0,方案/p3/n3/case_081_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T174012-3982f45ad3c24b3a8ec09066b7d1907a/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T174012-3982f45ad3c24b3a8ec09066b7d1907a/official_result.json.gz
case_081,3,4,39588,39588,0.0,0,方案/p3/n4/case_081_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T174036-21cddae6eac1485a8c83ab368c04dc04/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T174036-21cddae6eac1485a8c83ab368c04dc04/official_result.json.gz
case_081,3,5,30943,30943,0.0,0,方案/p3/n5/case_081_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T174100-00c2b46da8194ab68058d2a684f2bd4e/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T174100-00c2b46da8194ab68058d2a684f2bd4e/official_result.json.gz
