case,problem,cores,makespan,added_copy,original_singlecore,speedup,source,source_plan,plan,verification,paper_plan_sha256
case_078,1,2,1079997,15088512,2296143,2.1260642390673308,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/远端P1恢复437_v1/plans/p1/n2/case_078.json,plans/p1/n2/case_078_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,072c48f9b86cb3625e2a1d7e8ab3958e9b761392347a5e44b87c3078627fcaf7
case_078,1,3,737869,15580032,2296143,3.1118572537943727,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/远端P1恢复437_v1/plans/p1/n3/case_078.json,plans/p1/n3/case_078_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,d5a0ec5a6508d37f9d0af861217118efc1cdec444832675eb3884547cacc4f0c
case_078,1,4,571864,15211392,2296143,4.015190674705874,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/远端P1恢复437_v1/plans/p1/n4/case_078.json,plans/p1/n4/case_078_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,c4f878dd4ce0f7537ce0fd428475cc0f4ae13beb06428493de758ed409d92bb6
case_078,1,5,509682,15678336,2296143,4.5050502077766135,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/远端P1恢复437_v1/plans/p1/n5/case_078.json,plans/p1/n5/case_078_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,36629eac99ec559532f628bcd9e54dd4a04e4bf3a8ae9529160061dfd53dd57a
case_078,2,1,2061245,0,2296143,1.113959281890314,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_078/p2_n1/mature_prefix/evaluations/attempts/20260926T061826-e8ded6402cc9400ea8e2d60778d4c3bd/plan.json,plans/p2/n1/case_078_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,f311fc747b2004c70e11e752356815730c16e3f0fcd9e65b4023b39846882ae1
case_078,2,2,1020602,2148480,2296143,2.2497927693655315,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_078/p2_n2/mature_prefix/evaluations/attempts/20260926T043451-c0e8f0c39fa642178f91af0c034e595b/plan.json,plans/p2/n2/case_078_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,5ae634c0226547fab0138047cfdae40cb682f21ffea13d59349989a0d7bbadbd
case_078,2,3,691742,8567040,2296143,3.31936328862495,team13,A题研究/直接迭代/第十三轮成果/方案/p2/n3/case_078_multicore_res.json,plans/p2/n3/case_078_multicore_res.json,inherited_team13_success,bc3d53d57340d89f6fd78a2a607bafd9a7b64998f72b70c37d644d86a5056f41
case_078,2,4,515192,6445440,2296143,4.456868507274958,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_078/p2_n4/mature_prefix/evaluations/attempts/20260926T061528-160a374b9c854e038cd7fa0b6d974775/plan.json,plans/p2/n4/case_078_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,7c2fe3e38294b75ef4134a643411f81dab45043a32ff995e9293445e04b78431
case_078,2,5,469283,11867136,2296143,4.892874875075381,ours,新增精选方案/p2/n5/case_078_multicore_res.json,plans/p2/n5/case_078_multicore_res.json,fresh_import_replay,f5b085d6d3f30628fd9a1cb241102abc20691681cf2bb2441433cc6fd0997c51
case_078,3,1,2061245,0,2296143,1.113959281890314,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_078/p3_n1/mature_prefix/evaluations/attempts/20260926T062430-8dc56a6a27b14b2ab541a763f3863a14/plan.json,plans/p3/n1/case_078_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,f311fc747b2004c70e11e752356815730c16e3f0fcd9e65b4023b39846882ae1
case_078,3,2,1020602,2148480,2296143,2.2497927693655315,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_078/p3_n2/mature_prefix/evaluations/attempts/20260926T050432-feb1c784069e4f04af85b2bd6ae35a1d/plan.json,plans/p3/n2/case_078_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,5ae634c0226547fab0138047cfdae40cb682f21ffea13d59349989a0d7bbadbd
case_078,3,3,691121,8593152,2296143,3.322345869970671,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_078/p3_n3/evaluations/attempts/20260926T050535-9aa63f0f1654493194bdced66ca3d5ec/plan.json,plans/p3/n3/case_078_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,fd6051b899781ab85ca4dda4ae2d3d577392fb0e0413931515368bebbcabd199
case_078,3,4,515192,6445440,2296143,4.456868507274958,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_078/p3_n4/mature_prefix/evaluations/attempts/20260926T051503-2affc0dc857f4095b6c03f5b9476fc24/plan.json,plans/p3/n4/case_078_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,7c2fe3e38294b75ef4134a643411f81dab45043a32ff995e9293445e04b78431
case_078,3,5,454208,11867136,2296143,5.055267630689023,ours,新增精选方案/p3/n5/case_078_multicore_res.json,plans/p3/n5/case_078_multicore_res.json,fresh_import_replay,f5b085d6d3f30628fd9a1cb241102abc20691681cf2bb2441433cc6fd0997c51
case_079,1,1,29441984,40415232,31052251,1.0546928834687228,team13,A题研究/直接迭代/第十三轮成果/方案/p1/n1/case_079_multicore_res.json,plans/p1/n1/case_079_multicore_res.json,inherited_team13_success,dcc24abf8effaa96a629887d5b3e86d76dd9e9b82b1589e9ab4e10c8e9d68d83
case_079,1,2,14772668,57446400,31052251,2.102006963129477,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/远端P1恢复437_v1/plans/p1/n2/case_079.json,plans/p1/n2/case_079_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,92419ffe69ed2d4b7af91c6987a398c51b685f16464c7de3c91f195deac1ec36
case_079,1,3,9860476,59879424,31052251,3.1491634886591684,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/远端P1恢复437_v1/plans/p1/n3/case_079.json,plans/p1/n3/case_079_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,c6f8fd766d1c76fd3bf70976e774c9e016cd07a6ab0ce953bbe8749b15cbe4be
case_079,1,4,7404380,62312448,31052251,4.193767877931711,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/远端P1恢复437_v1/plans/p1/n4/case_079.json,plans/p1/n4/case_079_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,5f1fe5ca05eacdc2583ce049546201409431ac2e57ab3bf836f3faa2b064e8da
case_079,1,5,5972750,83466240,31052251,5.198987233686325,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/远端P1恢复437_v1/plans/p1/n5/case_079.json,plans/p1/n5/case_079_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,b15e487460aeee41b712bb305c4345fd2db45a362b0b49ebed78c23d43d9b6c3
case_079,2,1,30161480,67907584,31052251,1.029533398228469,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_079/p2_n1/mature_prefix/evaluations/attempts/20260926T044403-dd3a6e600e2b417ea44d426ff8d07aea/plan.json,plans/p2/n1/case_079_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,80c6d711b55ad682146a6755d969b1cf4305519db0a41b5e538b67e6fba3ad15
case_079,2,2,15123031,64829440,31052251,2.053308691888551,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_079/p2_n2/mature_prefix/evaluations/attempts/20260926T055242-2a98d98d63fd4851b173ff1eef21cec0/plan.json,plans/p2/n2/case_079_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,591aa636bdcae7baaf4fb52487c26e8b5dfc0b6aa5c9bb3ff83b33a918275be0
case_079,2,3,10064404,70815744,31052251,3.0853541849075214,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_079/p2_n3/mature_prefix/evaluations/attempts/20260926T044221-b725cce6236848f48de0e3b4f98e6092/plan.json,plans/p2/n3/case_079_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,c4fc3e30f88f5db7a0771a9fca8a4bb78f100fa1963ab13ba44d39915ba53b89
case_079,2,4,7465676,52277248,31052251,4.159335470759781,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_079/p2_n4/mature_prefix/evaluations/attempts/20260926T062534-93104426bb4949eabfaf7364a3905f37/plan.json,plans/p2/n4/case_079_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,a9e84009a65c3690fe03ebb298974030f62426f1fbf2382d06e855b11eee192e
case_079,2,5,5958084,136581120,31052251,5.211784694542742,hardware_frontier_v1,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发全图顺序_v1/case_079/p2/evaluations/attempts/20260926T040052-4d94005d26fc4d76b1da5b7016eae1ee/plan.json,plans/p2/n5/case_079_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,3f3ac92f1c205a858352ef8e93ed4ead114f883566401a4a258aadb8dc86579d
case_079,3,1,30801806,35608576,31052251,1.0081308544050955,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_079/p3_n1/mature_prefix/evaluations/attempts/20260926T044018-91e64a525c294497b8ab2bdfb09a0809/plan.json,plans/p3/n1/case_079_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,78e2e71ddf0083c6e22f1a3dc14ae9b77fd7eb16c7b519011270c7b9335ac4d7
case_079,3,2,15207597,38100992,31052251,2.0418907076509196,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_079/p3_n2/mature_prefix/evaluations/attempts/20260926T045200-b8d92e4f4bfc4738b96e6235703e07e4/plan.json,plans/p3/n2/case_079_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,c647d7d94f2ec4f31a42894846a03b32e6b2c30097b0ccd1c0744d4abaa5afd8
case_079,3,3,10110918,43214848,31052251,3.0711604030415436,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_079/p3_n3/mature_prefix/evaluations/attempts/20260926T044037-b65cc9b1b5e04a378af1dbc0e04a1438/plan.json,plans/p3/n3/case_079_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,1b83c54ae5c2db6c2d6438280e6e14e002a58d6550008d521d57589e63e5b014
case_079,3,4,7473390,40062976,31052251,4.155042223141038,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_079/p3_n4/mature_prefix/evaluations/attempts/20260926T043552-b6c372caff664f29a704140ba7c7cd52/plan.json,plans/p3/n4/case_079_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,dcd9d46356f3dcf2ae11b4acbee733e3bf93dd6430f7d8deb22fa202b94f1046
case_079,3,5,5941538,143093760,31052251,5.2262984769263445,hardware_frontier_v1,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发全图顺序_v1/case_079/p3/evaluations/attempts/20260926T040052-89b667c3b7e146e19bb4f91411284da0/plan.json,plans/p3/n5/case_079_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,30e4bdcd58a0361209e24d1d358760dbef57b9a366a30ee041d33d7dc1f20bc0
case_080,1,1,290776,2801664,292138,1.0046840179382068,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/远端P1恢复437_v1/plans/p1/n1/case_080.json,plans/p1/n1/case_080_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,865e954667133be6b752936b40e5d5e091d3a7900f2077fce3f716e9ac2dab6b
case_080,1,2,145926,2191360,292138,2.0019598974822856,team13,A题研究/直接迭代/第十三轮成果/方案/p1/n2/case_080_multicore_res.json,plans/p1/n2/case_080_multicore_res.json,inherited_team13_success,8a935517ce9a32e350a4d342891431d62e57d6eae7cacf6f0c9fea9797378af8
case_080,1,3,100325,3047424,292138,2.9119162721156244,team13,A题研究/直接迭代/第十三轮成果/方案/p1/n3/case_080_multicore_res.json,plans/p1/n3/case_080_multicore_res.json,inherited_team13_success,b0ecab702e3f83d171e9e0e237428ca352f95ead3f70ca4541ed8f539ac6df0d
case_080,1,4,90584,1904640,292138,3.225050781594984,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/远端P1恢复437_v1/plans/p1/n4/case_080.json,plans/p1/n4/case_080_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,04424d708137a4ecf09982ec624b2258d5a5b2f05f981173a099a1e207066bd6
case_080,1,5,82527,2539520,292138,3.539908151271705,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/远端P1恢复437_v1/plans/p1/n5/case_080.json,plans/p1/n5/case_080_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,055012fe470e3243656165864667b6a3a64731ab61f35990e092bc5f3e29ee06
case_080,2,1,289509,827392,292138,1.00908089213116,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_080/p2_n1/evaluations/attempts/20260926T045920-ada28120e0f244d59d3e2632800b3568/plan.json,plans/p2/n1/case_080_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,fed4b8d494e98ddfbb3ba2d951cd5872bf6a67811dd42d9caba1f1987387c688
case_080,2,2,145224,1904640,292138,2.011637194954002,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_080/p2_n2/evaluations/attempts/20260926T050838-14e2e37198e14eb68c1413e77718a281/plan.json,plans/p2/n2/case_080_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,62ca110839d12bf20266685ac3571ca4e911223069f05f859ad0c38539b91742
case_080,2,3,97325,3047424,292138,3.0016748009247367,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_080/p2_n3/mature_prefix/evaluations/attempts/20260926T045809-2d1466ce63414162ab89f6d2e7f6cb99/plan.json,plans/p2/n3/case_080_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,49e18425354a3085d76f776438f60ff9015245fd841f021456202c45d910ee73
case_080,2,4,85451,1650688,292138,3.418778013130332,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_080/p2_n4/evaluations/attempts/20260926T051534-eab577c233e24d39ad14344faa2a1eb7/plan.json,plans/p2/n4/case_080_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,a5a056cbfd92b7f4f78aa8fe83a60f9069c124a968d2f975b41664b5b831ef8e
case_080,2,5,73895,1921024,292138,3.9534203938020163,three_metric_wait_joint,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/三指标联合推进_20260926/集中对照/slots/case_080_p2/wait_joint/evaluations/attempts/20260926T024554-9a9827da7a3e4228be4efad1a0671cbd/plan.json,plans/p2/n5/case_080_multicore_res.json,independent_replay_exact_match,b8924ba614fac7308623eb732caf72a9b3ec82921985b9f1608c62babcc4d78f
case_080,3,1,289509,827392,292138,1.00908089213116,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_080/p3_n1/evaluations/attempts/20260926T044727-c2efe14d0b6248d98aa56581972b8b5b/plan.json,plans/p3/n1/case_080_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,fed4b8d494e98ddfbb3ba2d951cd5872bf6a67811dd42d9caba1f1987387c688
case_080,3,2,145224,1904640,292138,2.011637194954002,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_080/p3_n2/evaluations/attempts/20260926T053055-18c7f4f3741e4ea3a2dee0583518e679/plan.json,plans/p3/n2/case_080_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,62ca110839d12bf20266685ac3571ca4e911223069f05f859ad0c38539b91742
case_080,3,3,97325,3047424,292138,3.0016748009247367,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_080/p3_n3/mature_prefix/evaluations/attempts/20260926T051800-fe921be22d9647cbadf4f0b1705d024f/plan.json,plans/p3/n3/case_080_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,49e18425354a3085d76f776438f60ff9015245fd841f021456202c45d910ee73
case_080,3,4,84651,4190208,292138,3.451087405937319,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_080/p3_n4/mature_prefix/evaluations/attempts/20260926T053207-7384040865d94212bf163cc028fef232/plan.json,plans/p3/n4/case_080_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,c9ca1204e34097ca9c68a80c7c2a48426170a21641ca9590e0ddf500421b31c9
case_080,3,5,71695,1904640,292138,4.074733244996164,three_metric_cold_strong,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/三指标联合推进_20260926/从头对照/slots/case_080_p3_n5/strong/evaluations/attempts/20260926T024917-6586a06ff13249d19d4742bad7d9881c/plan.json,plans/p3/n5/case_080_multicore_res.json,independent_replay_exact_match,a66155be9d6d507266c6399aea4eb16cdd2065ac5b22a8df757d8612836ffd48
case_081,1,1,151795,0,151795,1.0,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/远端P1恢复437_v1/plans/p1/n1/case_081.json,plans/p1/n1/case_081_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,72f904fc6a97a0acf493b160a61ebf0dd96b759c797810b7aa49778a45a8cfd8
case_081,1,2,76860,0,151795,1.9749544626593807,team13,A题研究/直接迭代/第十三轮成果/方案/p1/n2/case_081_multicore_res.json,plans/p1/n2/case_081_multicore_res.json,inherited_team13_success,f817b3c4c91fc0f8a4b4bf931ec927f13643f4d668ec5a2baff0b721d88385d1
case_081,1,3,51943,0,151795,2.9223379473653814,team13,A题研究/直接迭代/第十三轮成果/方案/p1/n3/case_081_multicore_res.json,plans/p1/n3/case_081_multicore_res.json,inherited_team13_success,c2b1fd7e502f266d12c8da6905c19366e648e117ad5187dd43b16b756ca7a5c3
case_081,1,4,39588,0,151795,3.834369000707285,team13,A题研究/直接迭代/第十三轮成果/方案/p1/n4/case_081_multicore_res.json,plans/p1/n4/case_081_multicore_res.json,inherited_team13_success,be60ed3de986b2e7139a72301b67265d87141660499eedda9e75a899eb150102
case_081,1,5,30943,0,151795,4.905632937982743,team13,A题研究/直接迭代/第十三轮成果/方案/p1/n5/case_081_multicore_res.json,plans/p1/n5/case_081_multicore_res.json,inherited_team13_success,8c3379263ba842185370a9250fa6afa6d8b025d611577db860a046e5d1c699ee
case_081,2,1,151795,0,151795,1.0,team13,A题研究/直接迭代/第十三轮成果/方案/p2/n1/case_081_multicore_res.json,plans/p2/n1/case_081_multicore_res.json,inherited_team13_success,72f904fc6a97a0acf493b160a61ebf0dd96b759c797810b7aa49778a45a8cfd8
case_081,2,2,76860,0,151795,1.9749544626593807,team13,A题研究/直接迭代/第十三轮成果/方案/p2/n2/case_081_multicore_res.json,plans/p2/n2/case_081_multicore_res.json,inherited_team13_success,f817b3c4c91fc0f8a4b4bf931ec927f13643f4d668ec5a2baff0b721d88385d1
case_081,2,3,51943,0,151795,2.9223379473653814,team13,A题研究/直接迭代/第十三轮成果/方案/p2/n3/case_081_multicore_res.json,plans/p2/n3/case_081_multicore_res.json,inherited_team13_success,c2b1fd7e502f266d12c8da6905c19366e648e117ad5187dd43b16b756ca7a5c3
case_081,2,4,39588,0,151795,3.834369000707285,team13,A题研究/直接迭代/第十三轮成果/方案/p2/n4/case_081_multicore_res.json,plans/p2/n4/case_081_multicore_res.json,inherited_team13_success,be60ed3de986b2e7139a72301b67265d87141660499eedda9e75a899eb150102
case_081,2,5,30943,0,151795,4.905632937982743,team13,A题研究/直接迭代/第十三轮成果/方案/p2/n5/case_081_multicore_res.json,plans/p2/n5/case_081_multicore_res.json,inherited_team13_success,8c3379263ba842185370a9250fa6afa6d8b025d611577db860a046e5d1c699ee
case_081,3,1,151795,0,151795,1.0,team13,A题研究/直接迭代/第十三轮成果/方案/p3/n1/case_081_multicore_res.json,plans/p3/n1/case_081_multicore_res.json,inherited_team13_success,72f904fc6a97a0acf493b160a61ebf0dd96b759c797810b7aa49778a45a8cfd8
case_081,3,2,76860,0,151795,1.9749544626593807,team13,A题研究/直接迭代/第十三轮成果/方案/p3/n2/case_081_multicore_res.json,plans/p3/n2/case_081_multicore_res.json,inherited_team13_success,f817b3c4c91fc0f8a4b4bf931ec927f13643f4d668ec5a2baff0b721d88385d1
case_081,3,3,51943,0,151795,2.9223379473653814,team13,A题研究/直接迭代/第十三轮成果/方案/p3/n3/case_081_multicore_res.json,plans/p3/n3/case_081_multicore_res.json,inherited_team13_success,c2b1fd7e502f266d12c8da6905c19366e648e117ad5187dd43b16b756ca7a5c3
case_081,3,4,39588,0,151795,3.834369000707285,team13,A题研究/直接迭代/第十三轮成果/方案/p3/n4/case_081_multicore_res.json,plans/p3/n4/case_081_multicore_res.json,inherited_team13_success,be60ed3de986b2e7139a72301b67265d87141660499eedda9e75a899eb150102
case_081,3,5,30943,0,151795,4.905632937982743,team13,A题研究/直接迭代/第十三轮成果/方案/p3/n5/case_081_multicore_res.json,plans/p3/n5/case_081_multicore_res.json,inherited_team13_success,8c3379263ba842185370a9250fa6afa6d8b025d611577db860a046e5d1c699ee
case_082,1,1,708952,562068,721041,1.0170519301729877,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/远端P1恢复437_v1/plans/p1/n1/case_082.json,plans/p1/n1/case_082_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,9e7eda01d60b9f679731ef6b973e5c3bc3602d4bbdbfae6f67fc300a963cfcbb
case_082,1,2,398820,4371054,721041,1.807935910937265,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/远端P1恢复437_v1/plans/p1/n2/case_082.json,plans/p1/n2/case_082_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,fb7d3aac0111477c03eedbebc953dfdaedf5ca22eb5a0855cd431616efb1eff0
case_082,1,3,488459,11947636,721041,1.476154600488475,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/远端P1恢复437_v1/plans/p1/n3/case_082.json,plans/p1/n3/case_082_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,072ba9d14419d521a0e20e059ba4499541dd20da3f3bfb1b9d977ba175cc2b5b
case_082,1,4,237888,5791742,721041,3.0310103914447133,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/远端P1恢复437_v1/plans/p1/n4/case_082.json,plans/p1/n4/case_082_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,b73f845205ab17e1abc483ae9c4d99861bb763b64bbf0d252d7a7ae58cfcb713
case_082,1,5,196608,4634628,721041,3.6674041748046875,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/远端P1恢复437_v1/plans/p1/n5/case_082.json,plans/p1/n5/case_082_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,795694fac3fa7214e8e589ecaf4831b7f60271ff37938c2d78c32dac5ccfa0d3
case_082,2,1,597412,960396,721041,1.2069409385817493,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_082/p2_n1/evaluations/attempts/20260926T052658-a695468912f54edd81acd0700929d32f/plan.json,plans/p2/n1/case_082_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,7670682441d6746769afdbabe83c983a314f0934fbbe4cb9b10f5a6cba4d5814
case_082,2,2,310774,3885638,721041,2.3201458294451918,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_082/p2_n2/evaluations/attempts/20260926T061822-e64c288189824608a510553e0fb19403/plan.json,plans/p2/n2/case_082_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,5bed461860c628a57029d5c0b9ce36f0f07608e9f7d41fe0800ffce3d74ec175
case_082,2,3,234596,5756268,721041,3.073543453426316,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_082/p2_n3/evaluations/attempts/20260926T060812-3fb2c08574a24cb29001c3c622257a2a/plan.json,plans/p2/n3/case_082_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,9d8a1123a8704153dea31af9744eb23117f29f8c4ff9d41b64880d2573d75deb
case_082,2,4,206265,6538482,721041,3.495702130754127,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_082/p2_n4/evaluations/attempts/20260926T051128-792378dd8d364d9f98f0a19e0af4f0c0/plan.json,plans/p2/n4/case_082_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,7c6f0393a43e88d6c72783125fe5c91b4f5e61befbbbe9268f85d9662e2de30f
case_082,2,5,204047,8262966,721041,3.533700568986557,hardware_frontier_v1,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发全图顺序_v1/case_082/p2/evaluations/attempts/20260926T040100-a5dcc9c40dc84f4b975a8330eff2d051/plan.json,plans/p2/n5/case_082_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,a66262ac87aa5a486a6ed87e0d165db21ebc19d19d37c72a53f1ae8fed670659
